Full Name, Age, Phone number, Street Adress, Code, City, Pet
Oliver Glosli,58,+47 08 72 27 83,Bekkestranda 78,0399,Vest,Turkish Van
Leah Finstad,17,737 73 910,Vestre Damhavna 8,4755,Lille,Labrador Retriever
Mina Huseby,63,+47 86 12 83 92,Nedre Vassskogen 8,0913,Fet,Peterbald
Oliver Ødegård,83,44 26 85 96,Eidesgate 2,0226,Nord,Sphynx
Andreas Evensen,36,99962418,Odagata 3,0056,Høy,Donskoy
Daniel Moe,26,+47 82 86 45 33,Vestre Granittplassen 0,0193,Fet,undefined
Dr. Sandra Johansen,56,+47 86 00 52 10,Olsenveien 0,3487,Sme,Sphynx
Jakob Aasen,69,+47 54 00 09 06,Øvre Lillesvingen 18,1826,Fet,Burmese
Noah Dahl,41,00821457,Marens Vei 11,0283,Nord,Norfolk Terrier
Martine Berge,18,797 05 289,Søndre Torgtunet 1,4592,Ut,Burmese
Thomas Røed,79,55 59 63 12,Østre Tingstranda 09,0397,Fager,Russian Blue
Eline Vedvik,43,27456850,Kuflata 6,0969,Fager,Northern Inuit Dog
Jonas Svendsen,28,088 10 377,Østre Klokkerstubben 1,1721,Gjes,Highlander
47,+47 87 77 03 06,Torgvika 7,3564,Nord,Cornish Rex
Kristian Røed,75,+47 76 48 81 56,Granlia 43,8354,Ut,Minskin
Prof. Ida Sæther,27,169 84 043,Vestre Granitttoppen 3,6309,Fet,Chow Chow
Marius Aalerud,80,+47 51 75 23 81,Prestestubben 73,0197,Sme,Schweizerischer Niederlaufhund
Oda Jacobsen,72,40560061,Magnuss Gate 1,6811,Lo,Stabyhoun
Kristian Sørlie,33,86 64 54 04,Christiansenveien 2,0859,Lille,English Setter
Henrik Eriksen,40,+47 48 41 24 98,Søndre Granitteggen 80,6526,Nord,Eurasier
Linnea Skoglund,38,+47 18 15 63 88,Konvallholtet 2,1077,Stav,Japanese Bobtail
Madeleine Kleven,53,60 56 58 00,Østre Korsgjerdet 8,0692,Lille,Schweizer Laufhund
Sunniva Finstad III,71,+47 43 28 14 44,Litjgata 16,4179,Stav,German Pinscher
Selma Solberg,81,577 87 500,Litjfaret 8,2742,Vest,Galician Shepherd Dog
Lars Østli,62,+47 16 70 45 65,Håkons Vei 4,9183,Inn,Serengeti
Anna Fredriksen,55,49 78 15 88,Eides Vei 43,0787,Stav,Pudelpointer
Celine Skoglund,31,40060202,Karlsens Vei 7,3178,Inn,Balinese
Aurora Torp,74,981 59 288,Jensenveien 3,3520,Tand,Indian Spitz
Alexander Lie,46,30977011,Oliverveien 6,0487,Stor,Japanese Bobtail
Thea Krogh,77,425 22 354,Granittflata 6,2876,Inn,Lupo Italiano
Mats Berge,53,046 20 277,Øvre Damlunden 6,0531,Nær,Snowshoe
Maren Bakke,29,+47 03 68 00 87,Søndre Korseggen 98,0252,Høy,Puli
Kristoffer Østby,69,080 93 083,Moesgate 84,6193,Gjes,Peterbald
Ingrid Svendsen,19,260 25 783,Benjaminsvei 5,3949,Sme,Black and Tan Coonhound
Victoria Nielsen,57,+47 49 68 95 69,Jonass Vei 91,9877,Stav,Segugio Italiano
Sander Bjerke,72,238 89 007,7350,Stor,Basset Hound
Synne Eriksen,46,+47 11 95 40 12,Østre Litjholtet 3,8878,Lo,Exotic Shorthair
Frida Skoglund III,93,+47 94 36 31 81,Nordbygata 0,0349,Lo,Akbash
Madeleine Hagen,56,+47 34 30 85 03,Moes Vei 6,8397,Tand,Tonkinese
William Smedsrud,28,78 67 94 29,Bekkerøa 32,0462,Stav,Andalusian Hound
Dr. Martine Finstad,92,+47 14 19 70 32,Sjøåsen 7,0691,Nær,Parson Russell Terrier
Nora Larsen,17,02192284,Søndre Tingkollen 10,6335,Lille,Himalayan
Dr. Mathilde Fredriksen,38,+47 42 01 94 91,Rognebråten 99,4078,Sand,Vizsla
Thomas Kristiansen,27,64 80 95 88,Konvallkollen 3,1456,Nær,Exotic Shorthair
Sara Torgersen,59,+47 17 82 17 07,Johannessvei 52,9918,Gjes,Pixiebob
Prof. Adrian Pettersen,18,+47 05 70 17 01,Bakkensgate 8,3971,Stor,Cão de Gado Transmontano
Dr. Natalie Eriksen,61,54 80 49 20,Hansens Gate 8,9977,Fager,Basset Hound
Eline Olstad II,38,95 86 01 32,Evensengata 4,9905,Mal,Koyun dog
Anders Strand,34,901 63 000,Prestekollen 24,2024,Ut,Norwegian Forest Cat
Silje Fjeld I,80,x7oggvwok,Gamle Rognehaugen 4,9885,Tand,Serbian Tricolour Hound
Sebastian Fredriksen,69,38865711,Nedre Prestegropa 54,6646,Gjes,Wetterhoun
Markus Nygård,57,72 76 51 28,Olstads Vei 63,8605,Nord,Chinese Chongqing Dog
Kaja Jørgensen,80,97 11 73 57,Søndre Tingkollen 4,0573,Inn,Tibetan Mastiff
Prof. Kaja Pettersen,51,962 22 488,Konvalltjernet 68,8507,Gjes,Manchester Terrier
Jakob Nielsen,22,+47 62 82 92 33,Gamle Dambakken 70,1930,Høy,American Water Spaniel
Sara Nygård,87,+47 22 40 69 18,Søndre Malmengen 39,3846,Sand,undefined
Simen Ødegård,83,81 18 02 47,Noras Gate 8,0958,Fager,Cursinu
Oda Nilsen,22,01402806,Gamle Hestemyralléen 7,8756,Ut,Himalayan
Fredrik Nygård,56,41 33 43 93,Eliseveien 64,5651,Ut,Dutch Shepherd
Maren Krogh,35,29 38 45 39,Jakobveien 53,2585,Stav,Armenian Gampr dog
Celine Bakke,22,47 28 93 78,Aaleruds Gate 7,1203,Vest,Chien Français Tricolore
Magnus Carlsen,50,31698975,Gamle Granittjordet 2,0412,Sand,Alaskan Klee Kai
Adrian Stensrud,42,21413431,Kirkegjerdet 54,3224,Sme,Bengal
Prof. Emil Løken,36,47088202,Soldugglyngen 74,0928,Ut,Japanese Bobtail
33,49012676,Aass Gate 7,0836,Fager,Ocicat
Mats Andreassen,27,+47 49 93 24 26,Torgalléen 8,0192,Nær,Cairn Terrier
Tiril Bakke,69,32 64 71 70,Øvre Fiollunden 72,0670,Inn,Affenpinscher
Dr. Sofie Smogeli,61,067 49 536,Emmas Vei 70,4644,Sand,Donskoy
Tiril Rasmussen,46,635 17 755,Fiolengen 82,2649,Stor,Himalayan
Leah Henriksen,23,506 76 087,Filips Vei 4,5189,Sand,Persian
73,58 29 28 80,Auroragata 74,4086,Stav,Bengal
Jonathan Bakken,65,572 86 055,Lies Gate 9,9564,Sme,Korat
Kristoffer Sørlie,42,74206290,Øvre Eikeåsen 0,0833,Ut,Large Münsterländer
Ingrid Skuterud II,36,60 06 18 37,Elveengen 3,3346,Stav,Korat
Ingrid Nordskaug,66,80996362,Øvre Korslunden 80,9971,Nord,Yakutian Laika
Marie Torp III,71,+47 66 83 30 30,Øvre Furukollen 68,0899,Sand,Munchkin
Prof. Synne Jakobsen I,41,74865205,Sørliesvei 3,0885,Fager,Trigg Hound
Anna Vegge,76,305 33 157,Sondresgate 3,0249,Nær,Pshdar Dog
Filip Nordskaug,34,431 21 510,Rognekollen 0,0368,Lille,Vikhan
Theodor Nygård Jr.,42,+47 50 54 22 79,Kvarmes Gate 8,1480,Nær,Ragdoll
Herman Arnesen,79,36 01 72 07,Elvegata 23,0155,Gjes,Turkish Angora
William Sørlie,54,36 03 09 86,Søndre Elvetunet 75,7434,Stav,Cantabrian Water Dog
Dr. Martin Aalerud,70,ug2f2akfn,Øvre Sjøeggen 9,5678,Høy,Pixiebob
Sandra Carlsen,62,+47 38 95 59 38,Hagensgate 14,2765,Sand,Australian Terrier
Lars Hansen I,23,+47 87 53 97 81,Torgspranget 56,6112,Vest,British Shorthair
57,80282871,Lillestranda 88,0431,Sme,Teddy Roosevelt Terrier
William Strand,51,13 73 17 61,Solduggbråten 3,8819,Stor,Azawakh
Lucas Sørensen,26,+47 80 04 44 05,Vestre Fioleggen 65,0729,Vest,Ragdoll
Simen Hagen,43,280 31 346,Bergesvei 5,9324,Høy,Havana
Kaja Olsen,41,29853885,Borgesgate 02,5031,Stav,Havana
Dr. Camilla Martinsen,25,2cn5hbskq,Østre Eiketunet 77,6346,Sand,Cão Fila de São Miguel
Hedda Sørensen,67,+47 30 71 07 74,Løkensvei 1,6841,Stor,Exotic Shorthair
Ingrid Tangen,92,04 78 34 90,Øvre Geiteryggjordet 23,1945,Gjes,Manx
Filip Kristiansen V,25,0y1dypt3,Tingstykket 85,0124,Stor,Japanese Bobtail
Tuva Skoglund,39,463 41 478,Mariuss Gate 25,4842,Sme,Poitevin
Prof. Even Sørensen,56,60511746,Jonathangata 45,4483,Gjes,Oriental
Oda Røed,65,385 24 947,Høystien 25,5432,Stav,American Bobtail
Andrea Berg,67,17101574,Vestre Kirkeflata 72,0542,Tand,Lapponian Herder
Maren Skoglund,80,null,Granhagen 86,0417,Høy,Jonangi
Maria Dahl Jr.,30,365 77 427,Karlsengata 8,0368,Ut,Chongqing dog
Frida Glosli,55,+47 54 63 19 88,Isaksvei 8,0292,Nær,Kurilian Bobtail
Kristian Arnesen,85,18952629,Høystykket 21,2335,Fager,Havana
Herman Rasmussen,77,99623795,Hoplandsgate 5,0452,Nær,French Spaniel
Dr. Synne Sørensen Jr.,59,58 22 87 74,Arnesensvei 8,0800,Gjes,Komondor
Noah Danielsen,19,+47 46 54 66 90,Evensengata 06,0125,Sand,Dogo Argentino
Elise Kristoffersen III,89,251 88 093,Kristoffersens Vei 36,0487,Gjes,Siberian
Prof. Aksel Kleven,80,371 17 271,Furukollen 1,2933,Lo,Koolie
Marte Lunde,64,64043067,Solheimsgate 36,8407,Nær,Irish Terrier
Adrian Bjerke,80,98 64 04 24,Emilsvei 0,0945,Tand,Devon Rex
Joakim Nordby,16,082 17 248,Klokkergata 1,0783,Gjes,Burmese
Lars Martinsen,46,533 15 376,Glosliveien 97,5473,Nær,Burmese
Mina Sørensen,82,95 15 84 84,Fjeldveien 64,0383,Inn,Tibetan Spaniel
Sandra Karlsen,76,707 68 462,Johannessensvei 91,2093,Vest,Cornish Rex
Theodor Svendsen,74,21 84 01 19,Saras Gate 5,5675,Mal,Wire Fox Terrier
Andreas Evensen,59,773 83 813,0721,Fager,Old Croatian Sighthound
Sindre Nordskaug III,77,609 08 448,Nikolaisgate 90,5428,Nær,Turkish Angora
Noah Østby,24,50 92 03 64,Sandraveien 39,5849,Høy,Ratonero Mallorquin
Karoline Solheim,37,39838284,Saras Gate 1,4418,Stav,Posavac Hound
Sindre Johannessen,27,24997996,Wolds Gate 55,0425,Fager,Siamese
Herman Eriksen III,55,762 12 269,Malinsgate 4,0737,Nord,Serengeti
Marius Wold,68,62228036,Konvallvika 1,0713,Fager,Saint Bernard
Magnus Sæther,43,79535815,Rogneløkka 79,0544,Lille,Kurilian Bobtail
Leah Ryan,90,+47 69 27 09 55,Bjørketjernet 22,0998,Vest,Alpine Dachsbracke
Dr. Ida Skoglund II,62,006 41 847,Leahs Vei 14,8246,Lo,Oriental
Sandra Vedvik,18,376 41 683,Williams Gate 11,2121,Lo,undefined
Synne Tangen,39,+47 61 29 10 42,Kirkefaret 6,4576,Nord,Bengal
Dr. Sebastian Olstad,30,xim5gorua,Kirkeholtet 04,0004,Høy,Villano de Las Encartaciones
Kaja Carlsen,79,76113340,Malmkollen 52,7858,Mal,Bhotia
Jørgen Gran,16,70 52 60 00,Amalies Gate 49,8232,Sme,English Shepherd
Kaja Sæther,42,null,Kutunet 8,5905,Inn,Peruvian Inca Orchid
Sondre Arnesen,23,60 13 46 59,Haukelidsæters Gate 4,0633,Lille,Ariegeois
Dr. Ingrid Rasmussen,87,04 14 11 73,Rogneroa 5,0771,Høy,Taiwan Dog
Silje Bakken II,91,+47 71 39 68 14,Kristiansvei 5,1083,Fager,Villano de Las Encartaciones
Hedda Ødegård,47,90654627,Solduggkollen 9,0385,Vest,Birman
Lucas Hansen,25,665 46 523,Solheims Vei 32,5967,Nord,Central Asian Shepherd Dog
Isak Haukelidsæter,85,null,Litjskrenten 91,4822,Høy,Peterbald
Elias Edvardsen,63,63 35 81 28,Bergfaret 44,0286,Nord,Scottish Fold
Jonathan Amundsen,50,+47 42 60 52 43,Akselveien 1,7051,Ut,Lancashire Heeler
Prof. Emma Krogh,24,41219519,Heggehaugen 33,0401,Høy,Scottish Fold
Jonas Fredriksen,84,41236752,Smedsruds Gate 39,0194,Fager,undefined
Nora Danielsen,65,50768465,Lilleholtet 2,0360,Lo,Minskin
Alexander Hansen,93,129 19 972,Elvelia 3,0052,Mal,Dandie Dinmont Terrier
Maria Kvarme II,39,null,Natalies Gate 6,4500,Lo,Hamiltonstövare
Mikkel Kvarme,36,847 45 147,Nilsensgate 72,6563,Fager,Turkish Angora
Maja Bjerke,69,+47 48 15 74 14,Søndre Vasstjernet 4,4938,Sand,Turkish Van
Marius Olstad III,65,143 80 726,Jakobveien 67,7185,Stor,Manx
Erik Skuterud,48,+47 17 08 74 63,Sjøkroken 1,2473,Sand,Abyssinian
Sindre Kristiansen Jr.,40,76902592,Granitttoppen 46,3693,Nær,Norwegian Forest Cat
Sindre Torp III,45,35651792,Vestre Elvemyra 80,0651,Mal,Manx
Natalie Vegge,85,+47 25 25 07 41,Fosselyngen 06,6301,Mal,American Pit Bull Terrier
Mari Aalerud II,30,96149920,Bakkengata 8,0213,Lo,Chartreux
Jenny Andersen I,39,960 68 401,Johansensgate 15,0785,Nord,German Wirehaired Pointer
Lars Bakke,34,+47 34 75 23 60,Evensens Gate 12,1692,Ut,Norwegian Forest Cat
Dr. Malin Dahl,81,+47 20 89 95 84,Brustykket 9,4987,Nær,Bengal
Kristoffer Ryan,84,31 99 89 98,Østre Bekkerøa 7,9940,Ut,Colombian fino hound
Andreas Skuterud,75,88660224,Eriksgate 5,1484,Høy,Barbet
Camilla Sørlie,53,11 35 61 67,Søndre Prestetjernet 18,0841,Sand,Ragdoll
Lars Johansen,26,564 24 513,Øvre Litjgata 4,8448,Stor,Egyptian Mau
Jonas Gundersen III,36,+47 45 05 50 32,Tangens Vei 95,9219,Sand,Chartreux
Tuva Larsen,78,+47 88 46 45 51,Hestemyrbakken 26,0075,Lo,Karst Shepherd
Hedda Glosli,85,23 48 60 11,Brutunet 3,8479,Fager,Old Danish Pointer
Dr. Mathias Olsen,81,735 08 454,Litjekra 77,0612,Sand,undefined
Herman Mathisen,88,23 86 23 23,Amalieveien 70,0016,Fager,Kurilian Bobtail
Eirik Skuterud I,38,49 89 02 69,Berghaugen 50,0895,Stav,Tornjak
Oskar Thoresen,92,45 74 97 10,Vestre Geiteryggsvingen 9,3244,Lo,Bernese Mountain Dog
Dr. Jenny Andersen,76,45 10 00 17,Minas Vei 6,0970,Fager,Pungsan Dog
Andrea Moen IV,58,84 32 36 37,Martinsgate 5,6609,Fet,Dunker
Dr. Jørgen Haukelidsæter,34,915 63 734,Leahsgate 36,0501,Fager,Cardigan Welsh Corgi
Ida Nilsen,93,39 78 42 18,Andresens Vei 15,4430,Gjes,American Bobtail
Emilie Bakken,53,78664874,Østre Sjøåsen 43,0793,Stav,Peterbald
Daniel Berge,67,+47 61 68 94 96,Maries Vei 54,6110,Lille,Cesky Terrier
Madeleine Svendsen,26,75251215,Korsløkka 8,3234,Vest,Sokoke
Elias Aas Jr.,38,40021708,Carlsengata 0,2324,Stav,Smalandstövare
Prof. Mari Eriksen,48,14 62 46 78,0924,Tand,Birman
Kaja Moen,49,531 62 552,Korskollen 6,5249,Nær,Rajapalayam
Theodor Jensen,72,171 47 983,Søndre Fururingen 33,8846,Lo,Ocicat
Prof. Kristian Ruud,18,88 92 56 91,Granittspranget 29,0233,Fager,Mountain Cur
Ole Vedvik,68,497 60 601,Berglia 58,0437,Mal,Peterbald
Dr. Ingrid Gundersen,15,+47 85 25 85 75,Elvetjernet 0,9265,Vest,Persian
Anna Bjørnstad,27,+47 18 74 47 68,Fiolalléen 12,7141,Stor,Kerry Beagle
Frida Aas,16,733 68 725,Nedre Bergfaret 3,8101,Høy,undefined
Helene Østby,70,24990023,Blåveisstranda 83,0320,Gjes,Mudi
Lucas Nordskaug,52,39911779,Gamle Elveplassen 04,0110,Inn,Singapura
Fredrik Nilsen,15,+47 49 87 21 38,Jennysgate 0,1063,Lo,Cornish Rex
Prof. Andrea Huseby,65,97579701,Kirkestranda 19,8015,Lo,Abyssinian
Erik Smogeli,94,20 46 42 45,Torggrenda 5,7322,Lille,American Bobtail
Mia Solberg,67,+47 20 16 63 16,Søndre Presteroa 42,5383,Ut,Birman
Dr. Jonas Nygård,85,+47 57 25 12 46,Øvre Damstubben 1,7815,Tand,Ragdoll
Andreas Danielsen,47,61721015,Andreassensgate 8,0745,Stor,Korat
Ingrid Sæther,95,+47 79 31 55 45,Kristiangata 5,1646,Fet,Manx
Kristoffer Bakke,31,106 41 929,Berntsens Vei 9,8831,Ut,Schillerstövare
Mia Glosli,17,83 37 04 02,Vestre Damskrenten 36,2717,Vest,Toy Manchester Terrier
Sandra Krogh,59,05437910,Søndre Fiolløkka 00,0596,Gjes,Cão de Gado Transmontano
Dr. Selma Kristiansen,60,53 92 01 13,Blåveisplassen 3,0994,Høy,Himalayan
Eline Kristoffersen,67,315 51 258,Martinsgate 6,6278,Sme,Carolina Dog
Eline Bakken,90,76 71 35 60,Nguyengata 22,9720,Inn,Siberian
Magnus Andreassen,43,83291977,Myhrersvei 69,9270,Stor,Kombai
Victoria Kristensen,36,86 56 97 90,Thoresensgate 5,1214,Sand,Montenegrin Mountain Hound
Prof. William Ruud,48,06 22 39 31,Høygata 77,8496,Nord,Hanover Hound
Filip Sørlie,64,25752537,Williamgata 24,4454,Fet,Braque Francais
Prof. Jørgen Berntsen,67,35934707,Kuhøgda 19,1322,Fet,Slovakian Wirehaired Pointer
Mina Solberg,22,+47 04 32 00 36,Bruflata 24,7515,Sme,Devon Rex
Camilla Huseby,94,+47 85 03 31 53,Larssvei 29,3383,Stav,Ocicat
Kristine Amundsen,67,90205650,Vestre Høylyngen 06,0609,Høy,Korat
Kasper Wold,42,+47 42 02 64 66,Solbergsgate 76,2072,Inn,Peterbald
Martine Nordby Sr.,35,385 68 809,Wolds Vei 55,0593,Lille,Sokoke
Elise Bakke,92,74018325,Høyvika 7,0470,Stor,Balinese
Sebastian Olsen II,29,723 37 183,Heggetoppen 9,0501,Lo,Chartreux
Prof. Herman Solli,75,+47 32 88 17 83,Geiterygglyngen 02,0792,Tand,Colombian fino hound
Mathilde Henriksen,87,251 73 817,Sebastiangata 0,0127,Stor,Manx
Simen Smedsrud,82,053 27 063,Søndre Lillestykket 76,0090,Nord,Japanese Bobtail
Mathias Larsen,36,28 83 23 46,Martinveien 5,0329,Inn,Oriental
Mia Henriksen,44,690 77 621,Hansensvei 4,2087,Fager,Treeing Walker Coonhound
Madeleine Sørensen,31,41 19 70 79,Geiteryggengen 9,5510,Gjes,Pachon Navarro
Tuva Kristiansen,26,34204507,Andersensgate 8,0870,Lille,English Cocker Spaniel
Mikkel Martinsen Jr.,51,+47 92 31 73 75,Kroghsvei 0,3855,Stor,Segugio dell'Appennino
Anders Berg,41,55 03 97 82,Granlyngen 34,7833,Nord,Norwegian Forest Cat
Selma Aasen Jr.,57,+47 27 53 68 23,Søndre Sjøgjerdet 3,3827,Lo,Sphynx
Emil Kvarme,39,298 18 370,Maris Vei 54,4856,Gjes,Siamese
Frida Edvardsen,43,96527011,Vestre Fiolstubben 1,4228,Lo,Kangal Shepherd Dog
Nikolai Henriksen,54,71713814,Evensvei 5,5825,Fager,Chien Français Blanc et Noir
Anders Jensen,71,+47 16 69 41 07,Blåveislia 61,2595,Tand,Selkirk Rex
Lars Hagen,38,543 62 464,Martingata 7,0608,Tand,Pixiebob
Nikolai Jakobsen,39,02982382,Madeleines Gate 22,6162,Sand,Donskoy
Sindre Ødegård,26,587 10 604,Nedre Tingtjernet 7,9290,Høy,Turkish Angora
Emma Jørgensen,27,20 02 64 97,Sunnivasgate 3,7079,Nær,Sokoke
Håkon Berg,88,+47 65 06 20 27,Søndre Dameggen 8,6777,Fager,Turkish Angora
Magnus Aasen V,57,13177356,Øvre Sjøspranget 4,8572,Fager,Standard Schnauzer
Filip Holm,67,89071553,Noahsvei 11,0672,Fager,Manx
Maria Krogh,31,799 57 368,Johannessensvei 1,6523,Lo,Borzoi
Tobias Edvardsen,57,+47 40 78 94 61,Vestre Hestemyrkollen 19,0869,Stav,Rhodesian Ridgeback
Isak Østli,86,70 92 11 00,Sunnivaveien 34,7973,Gjes,Devon Rex
Tobias Sørensen,91,104 96 267,Arnesenveien 14,6589,Ut,Tibetan Terrier
Jenny Andresen,71,800 33 266,Larsens Gate 61,0796,Nær,American Curl
Mikkel Nygård,69,903 93 216,Malmekra 9,8089,Høy,Welsh Terrier
Even Hagen,32,68 98 82 63,Østre Hestemyrvika 8,0842,Sand,Norwegian Elkhound
Karoline Svendsen,56,+47 86 60 45 78,Aurorasvei 58,0440,Nord,Smooth Collie
Dr. Malin Bakke,52,71 28 16 47,Østre Kirkelia 4,3034,Tand,Snowshoe
Prof. Jakob Hagen II,27,72480199,Vestre Torgstubben 91,0639,Tand,Chartreux
Lucas Fjeld,72,77157935,Litjplassen 6,0433,Høy,Toyger
Prof. William Johansen,41,948 62 078,Granittberget 93,0842,Høy,Mudi
Aurora Sørensen,53,191 61 064,Synneveien 1,5491,Stav,Somali
Kasper Nygård,57,+47 64 47 17 04,Jørgensensvei 1,0931,Mal,Minskin
Martine Hopland,79,86586002,Østre Rogneringen 4,0458,Lille,Greek Shepherd
Simen Borge,24,77 41 06 93,Grangrenda 1,1915,Lo,Sokoke
Simen Martinsen IV,63,228 02 460,Bjerkegata 94,4878,Sme,Maremmano-Abruzzese Sheepdog
Emma Smedsrud,42,679 60 983,Øvre Berglunden 39,0705,Fager,Persian
Adrian Nguyen,83,e4oogczc,Solbergsgate 90,0516,Fager,Turkish Angora
Camilla Berge Sr.,45,+47 02 62 45 18,Granløkka 3,0359,Sand,Irish Water Spaniel
Anders Tangen,23,26 63 25 04,Klokkerfaret 3,4526,Stav,Basenji
Aurora Aas,18,00 75 25 27,Søndre Blåveissvingen 7,4875,Fet,Norwegian Forest Cat
Amalie Fossum,89,+47 99 33 07 59,Bekkeholtet 72,1792,Nær,Selkirk Rex
Frida Huseby,54,021 57 586,Majaveien 8,8813,Sme,Thai
Simen Sørlie,65,829 49 507,Kustranda 4,5445,Fet,Pixiebob
Kaja Moen,45,43 06 19 40,Gloslisgate 21,3718,Nord,Treeing Tennessee Brindle
Elise Borge II,61,+47 56 20 03 46,Glosliveien 6,0313,Inn,Griffon Nivernais
Ole Løken Jr.,42,+47 85 56 52 76,Thoresens Gate 1,7092,Inn,Basenji
Mia Haugen,88,+47 22 13 16 40,Elvehagen 18,0292,Sand,Montenegrin Mountain Hound
Marius Svendsen,17,60 95 33 10,Bergekra 5,0436,Inn,Russian Blue
Sara Torp,32,+47 09 76 15 89,Østre Blåveisbakken 7,0322,Inn,Savannah
Lars Nordskaug,77,49171022,Williamveien 9,7142,Høy,Ragdoll
Jonas Johansen,36,81378990,Theodorveien 9,8993,Ut,Egyptian Mau
Fredrik Skuterud,71,38 53 17 70,Saraveien 4,4397,Fet,Chartreux
Marte Kvarme,73,+47 56 79 15 32,Heddaveien 67,8598,Lo,Hierran Wolfdog
Mari Gundersen,57,294 81 558,Øvre Blåveislyngen 8,0595,Høy,American Foxhound
Maja Nilsen,74,+47 35 51 36 24,Andresensgate 12,7527,Ut,undefined
Leah Rasmussen,85,+47 60 62 10 09,Nedre Bekkestubben 03,0585,Ut,Birman
Simen Borge,33,+47 50 71 24 48,Martines Vei 3,2313,Fet,Donskoy
Mina Christiansen,30,18312966,Østre Lillehøgda 4,4367,Tand,Devon Rex
Dr. Julie Skoglund,73,21 01 65 13,Kristiansvei 8,3426,Tand,Chongqing dog
Prof. Kasper Nordskaug,83,34 47 75 27,Øvre Damengen 3,1101,Lo,Bouvier des Flandres
Isak Krogh,16,+47 60 67 38 69,Torgskrenten 3,5927,Gjes,Russian Blue
Prof. Maren Danielsen,46,06 15 18 74,Mathisengata 7,1795,Stor,Savannah
Jakob Olsen,84,32 86 36 62,Vestre Grangrenda 9,0622,Inn,Manx
Marie Nordskaug,39,05052981,Østre Eikehagen 99,4671,Tand,American Bobtail
Magnus Kristiansen,93,40209915,Solbergveien 17,7662,Fet,Siamese
Anders Svendsen,76,00204894,Gamle Rognegrenda 90,5084,Stav,Exotic Shorthair
Dr. Even Halvorsen,48,49 56 67 12,Litjekra 47,6001,Nær,Japanese Bobtail
Vilde Stensrud,80,35 65 85 77,0425,Stav,Gull Dong
Theodor Sørlie,78,11 73 94 71,Gamle Fioltjernet 00,0303,Mal,Schillerstövare
Dr. Håkon Vedvik,56,76 44 41 18,Bruekra 2,4198,Sand,Carpathian Shepherd Dog
Oliver Bjørnstad,51,99 05 66 24,Søndre Granhøgda 4,9720,Gjes,Turkish Van
Thea Ruud,94,+47 24 81 20 45,Vestre Rognebråten 78,3291,Sand,Singapura
Mari Ødegård,75,369 50 344,Gamle Brurøa 0,3086,Fet,Australian Cattle Dog
Simen Smedsrud,60,+47 50 18 82 69,Sjøtunet 31,9716,Fager,Istrian Coarse-haired Hound
Sandra Kristensen,39,131 37 661,Øvre Kusvingen 6,4374,Gjes,Oriental
Marte Evensen,86,33814555,Klokkerfaret 3,0199,Sand,Highlander
Sunniva Moen,38,76481661,Smedsrudgata 23,4877,Inn,Scottish Fold
Isak Solberg,71,+47 25 66 15 21,Aksels Gate 06,5499,Nær,Balinese
Andreas Bjerke,19,553 45 959,Victoriaveien 69,3678,Fet,Welsh Sheepdog
Sara Eriksen,89,13 78 32 84,Klokkerskrenten 93,2156,Vest,Havana
Mia Gundersen,53,+47 87 26 71 76,Alexanders Vei 9,5534,Ut,Minskin
Sondre Johansen,55,01 85 38 36,Woldgata 7,0786,Inn,Havana
Mathilde Bakken,82,77 39 06 03,Fosselia 65,0515,Gjes,Saarloos Wolfdog
Anna Bjørnstad Sr.,46,+47 18 18 72 91,Elvetunet 6,0584,Stor,American Wirehair
Prof. Jenny Hopland,30,+47 66 54 86 60,Eides Vei 29,2851,Tand,Villanuco de Las Encartaciones
Filip Andresen II,47,11735222,Benjamins Vei 3,7638,Tand,Maine Coon
Mathias Aasen,64,422 60 241,Rasmussenveien 0,0891,Nær,Bombay
Nikolai Gran IV,51,561 26 518,Johansengata 33,0676,Lo,Kerry Blue Terrier
Nikolai Mathisen,24,951 76 595,Vassringen 6,7011,Sme,Turkish Van
Celine Nordskaug,76,78874558,Henriks Vei 14,0639,Mal,Ragdoll
Even Tangen,24,377 74 832,Lilleflata 3,3902,Ut,Nebelung
Maria Smedsrud,62,42981501,Odas Vei 1,0845,Fet,LaPerm
Prof. Kristoffer Bjerke,70,46064574,Andreassens Vei 36,5609,Lo,Snowshoe
Prof. Elias Jørgensen I,87,+47 35 69 54 12,Sebastianveien 37,7628,Gjes,Kooikerhondje
Elias Hopland,83,9hbyev96i,Moeveien 4,0638,Fet,Turkish Angora
Eline Fossum,80,04 92 03 05,Nedre Bjørkeroa 9,0077,Fager,Balinese
Eirik Evensen Jr.,39,411 27 947,Eidesvei 43,4585,Sand,Sardinian Shepherd Dog
Mats Eriksen,38,19365162,Øvre Høygata 8,0137,Lo,Pixiebob
Julie Hopland,40,964 96 375,Elvelyngen 8,6867,Lo,Stabyhoun
Thea Holm,48,01 98 96 99,Natalies Vei 09,1468,Høy,British Shorthair
Emil Gundersen,18,42420406,Benjaminveien 08,0861,Ut,Japanese Spitz
Herman Bakken,44,437 50 705,Østre Eikegjerdet 57,6664,Ut,Pixiebob
Celine Halvorsen,48,68 81 54 74,Nedre Presteeggen 3,6996,Lille,Persian
Ida Lunde,24,+47 95 72 36 07,Woldveien 9,5416,Gjes,Norwegian Forest Cat
